order,source,method,param,target,prerequisite,status
494,SPECIES_FLABEBE_BLUE,EVO_LEVEL,19,SPECIES_FLOETTE_BLUE,0,offline_capable
495,SPECIES_FLABEBE_ORANGE,EVO_LEVEL,19,SPECIES_FLOETTE_ORANGE,0,offline_capable
496,SPECIES_FLABEBE_YELLOW,EVO_LEVEL,19,SPECIES_FLOETTE_YELLOW,0,offline_capable
497,SPECIES_FLABEBE_WHITE,EVO_LEVEL,19,SPECIES_FLOETTE_WHITE,0,offline_capable
498,SPECIES_FLOETTE_BLUE,EVO_ITEM,ITEM_SHINY_STONE,SPECIES_FLORGES_BLUE,0,offline_capable
499,SPECIES_FLOETTE_ORANGE,EVO_ITEM,ITEM_SHINY_STONE,SPECIES_FLORGES_ORANGE,0,offline_capable
500,SPECIES_FLOETTE_YELLOW,EVO_ITEM,ITEM_SHINY_STONE,SPECIES_FLORGES_YELLOW,0,offline_capable
501,SPECIES_FLOETTE_WHITE,EVO_ITEM,ITEM_SHINY_STONE,SPECIES_FLORGES_WHITE,0,offline_capable
502,SPECIES_PUMPKABOO_XL,EVO_TRADE,0,SPECIES_GOURGEIST_XL,0,offline_capable
503,SPECIES_PUMPKABOO_XL,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_GOURGEIST_XL,0,offline_capable
504,SPECIES_PUMPKABOO_L,EVO_TRADE,0,SPECIES_GOURGEIST_L,0,offline_capable
505,SPECIES_PUMPKABOO_L,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_GOURGEIST_L,0,offline_capable
506,SPECIES_PUMPKABOO_M,EVO_TRADE,0,SPECIES_GOURGEIST_M,0,offline_capable
507,SPECIES_PUMPKABOO_M,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_GOURGEIST_M,0,offline_capable
508,SPECIES_VENUSAUR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_VENUSAUR,MEGA_VARIANT_STANDARD,transformation
509,SPECIES_CHARIZARD_MEGA_X,EVO_MEGA,ITEM_NONE,SPECIES_CHARIZARD,MEGA_VARIANT_STANDARD,transformation
510,SPECIES_CHARIZARD_MEGA_Y,EVO_MEGA,ITEM_NONE,SPECIES_CHARIZARD,MEGA_VARIANT_STANDARD,transformation
511,SPECIES_BLASTOISE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_BLASTOISE,MEGA_VARIANT_STANDARD,transformation
512,SPECIES_BEEDRILL_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_BEEDRILL,MEGA_VARIANT_STANDARD,transformation
513,SPECIES_PIDGEOT_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_PIDGEOT,MEGA_VARIANT_STANDARD,transformation
514,SPECIES_ALAKAZAM_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_ALAKAZAM,MEGA_VARIANT_STANDARD,transformation
515,SPECIES_SLOWBRO_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SLOWBRO,MEGA_VARIANT_STANDARD,transformation
516,SPECIES_GENGAR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GENGAR,MEGA_VARIANT_STANDARD,transformation
517,SPECIES_KANGASKHAN_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_KANGASKHAN,MEGA_VARIANT_STANDARD,transformation
518,SPECIES_PINSIR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_PINSIR,MEGA_VARIANT_STANDARD,transformation
519,SPECIES_GYARADOS_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GYARADOS,MEGA_VARIANT_STANDARD,transformation
520,SPECIES_AERODACTYL_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_AERODACTYL,MEGA_VARIANT_STANDARD,transformation
521,SPECIES_MEWTWO_MEGA_X,EVO_MEGA,ITEM_NONE,SPECIES_MEWTWO,MEGA_VARIANT_STANDARD,transformation
522,SPECIES_MEWTWO_MEGA_Y,EVO_MEGA,ITEM_NONE,SPECIES_MEWTWO,MEGA_VARIANT_STANDARD,transformation
523,SPECIES_AMPHAROS_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_AMPHAROS,MEGA_VARIANT_STANDARD,transformation
524,SPECIES_STEELIX_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_STEELIX,MEGA_VARIANT_STANDARD,transformation
525,SPECIES_SCIZOR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SCIZOR,MEGA_VARIANT_STANDARD,transformation
526,SPECIES_HERACROSS_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_HERACROSS,MEGA_VARIANT_STANDARD,transformation
527,SPECIES_HOUNDOOM_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_HOUNDOOM,MEGA_VARIANT_STANDARD,transformation
528,SPECIES_TYRANITAR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_TYRANITAR,MEGA_VARIANT_STANDARD,transformation
529,SPECIES_SCEPTILE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SCEPTILE,MEGA_VARIANT_STANDARD,transformation
530,SPECIES_BLAZIKEN_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_BLAZIKEN,MEGA_VARIANT_STANDARD,transformation
531,SPECIES_SWAMPERT_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SWAMPERT,MEGA_VARIANT_STANDARD,transformation
532,SPECIES_GARDEVOIR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GARDEVOIR,MEGA_VARIANT_STANDARD,transformation
533,SPECIES_SABLEYE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SABLEYE,MEGA_VARIANT_STANDARD,transformation
534,SPECIES_MAWILE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_MAWILE,MEGA_VARIANT_STANDARD,transformation
535,SPECIES_AGGRON_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_AGGRON,MEGA_VARIANT_STANDARD,transformation
536,SPECIES_MEDICHAM_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_MEDICHAM,MEGA_VARIANT_STANDARD,transformation
537,SPECIES_MANECTRIC_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_MANECTRIC,MEGA_VARIANT_STANDARD,transformation
538,SPECIES_SHARPEDO_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SHARPEDO,MEGA_VARIANT_STANDARD,transformation
539,SPECIES_CAMERUPT_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_CAMERUPT,MEGA_VARIANT_STANDARD,transformation
540,SPECIES_ALTARIA_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_ALTARIA,MEGA_VARIANT_STANDARD,transformation
541,SPECIES_BANETTE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_BANETTE,MEGA_VARIANT_STANDARD,transformation
542,SPECIES_ABSOL_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_ABSOL,MEGA_VARIANT_STANDARD,transformation
543,SPECIES_GLALIE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GLALIE,MEGA_VARIANT_STANDARD,transformation
544,SPECIES_SALAMENCE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SALAMENCE,MEGA_VARIANT_STANDARD,transformation
545,SPECIES_METAGROSS_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_METAGROSS,MEGA_VARIANT_STANDARD,transformation
546,SPECIES_LATIAS_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_LATIAS,MEGA_VARIANT_STANDARD,transformation
547,SPECIES_LATIOS_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_LATIOS,MEGA_VARIANT_STANDARD,transformation
548,SPECIES_GROUDON_PRIMAL,EVO_MEGA,ITEM_NONE,SPECIES_GROUDON,MEGA_VARIANT_PRIMAL,transformation
549,SPECIES_KYOGRE_PRIMAL,EVO_MEGA,ITEM_NONE,SPECIES_KYOGRE,MEGA_VARIANT_PRIMAL,transformation
550,SPECIES_RAYQUAZA_MEGA,EVO_MEGA,MOVE_NONE,SPECIES_RAYQUAZA,MEGA_VARIANT_WISH,transformation
551,SPECIES_LOPUNNY_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_LOPUNNY,MEGA_VARIANT_STANDARD,transformation
552,SPECIES_GARCHOMP_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GARCHOMP,MEGA_VARIANT_STANDARD,transformation
553,SPECIES_LUCARIO_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_LUCARIO,MEGA_VARIANT_STANDARD,transformation
554,SPECIES_ABOMASNOW_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_ABOMASNOW,MEGA_VARIANT_STANDARD,transformation
555,SPECIES_GALLADE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GALLADE,MEGA_VARIANT_STANDARD,transformation
556,SPECIES_AUDINO_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_AUDINO,MEGA_VARIANT_STANDARD,transformation
557,SPECIES_DIANCIE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_DIANCIE,MEGA_VARIANT_STANDARD,transformation
558,SPECIES_ROWLET,EVO_LEVEL,17,SPECIES_DARTRIX,0,offline_capable
559,SPECIES_DARTRIX,EVO_LEVEL,34,SPECIES_DECIDUEYE,0,offline_capable
560,SPECIES_DARTRIX,EVO_LEVEL_HOLD_ITEM,34,SPECIES_DECIDUEYE_H,ITEM_HISUI_ROCK,offline_capable
561,SPECIES_LITTEN,EVO_LEVEL,17,SPECIES_TORRACAT,0,offline_capable
562,SPECIES_TORRACAT,EVO_LEVEL,34,SPECIES_INCINEROAR,0,offline_capable
563,SPECIES_POPPLIO,EVO_LEVEL,17,SPECIES_BRIONNE,0,offline_capable
564,SPECIES_BRIONNE,EVO_LEVEL,34,SPECIES_PRIMARINA,0,offline_capable
565,SPECIES_PIKIPEK,EVO_LEVEL,14,SPECIES_TRUMBEAK,0,offline_capable
566,SPECIES_TRUMBEAK,EVO_LEVEL,28,SPECIES_TOUCANNON,0,offline_capable
567,SPECIES_YUNGOOS,EVO_LEVEL_DAY,20,SPECIES_GUMSHOOS,0,offline_capable
568,SPECIES_GRUBBIN,EVO_LEVEL,20,SPECIES_CHARJABUG,0,offline_capable
569,SPECIES_CHARJABUG,EVO_MAP,MAPSEC_THUNDERCAP_MOUNTAIN,SPECIES_VIKAVOLT,0,offline_capable
570,SPECIES_CHARJABUG,EVO_ITEM,ITEM_THUNDER_STONE,SPECIES_VIKAVOLT,0,offline_capable
571,SPECIES_CRABRAWLER,EVO_ITEM,ITEM_ICE_STONE,SPECIES_CRABOMINABLE,0,offline_capable
572,SPECIES_CRABRAWLER,EVO_MAP,MAPSEC_FROST_MOUNTAIN,SPECIES_CRABOMINABLE,0,offline_capable
573,SPECIES_CRABRAWLER,EVO_MAP,MAPSEC_ROUTE_8,SPECIES_CRABOMINABLE,0,offline_capable
574,SPECIES_CRABRAWLER,EVO_MAP,MAPSEC_BLIZZARD_CITY,SPECIES_CRABOMINABLE,0,offline_capable
575,SPECIES_CRABRAWLER,EVO_MAP,MAPSEC_FROZEN_FOREST,SPECIES_CRABOMINABLE,0,offline_capable
576,SPECIES_CUTIEFLY,EVO_LEVEL,25,SPECIES_RIBOMBEE,0,offline_capable
577,SPECIES_ROCKRUFF,EVO_LEVEL_DAY,25,SPECIES_LYCANROC,0,offline_capable
578,SPECIES_ROCKRUFF,EVO_LEVEL_NIGHT,25,SPECIES_LYCANROC_N,0,offline_capable
579,SPECIES_ROCKRUFF,EVO_LEVEL_SPECIFIC_TIME_RANGE,25,SPECIES_LYCANROC_DUSK,"TIME_RANGE(17, 20)",offline_capable
580,SPECIES_MAREANIE,EVO_LEVEL,38,SPECIES_TOXAPEX,0,offline_capable
581,SPECIES_MUDBRAY,EVO_LEVEL,30,SPECIES_MUDSDALE,0,offline_capable
582,SPECIES_DEWPIDER,EVO_LEVEL,22,SPECIES_ARAQUANID,0,offline_capable
583,SPECIES_FOMANTIS,EVO_LEVEL_DAY,34,SPECIES_LURANTIS,0,offline_capable
584,SPECIES_MORELULL,EVO_LEVEL,24,SPECIES_SHIINOTIC,0,offline_capable
585,SPECIES_SALANDIT,EVO_FEMALE_LEVEL,33,SPECIES_SALAZZLE,0,offline_capable
586,SPECIES_STUFFUL,EVO_LEVEL,27,SPECIES_BEWEAR,0,offline_capable
587,SPECIES_BOUNSWEET,EVO_LEVEL,18,SPECIES_STEENEE,0,offline_capable
588,SPECIES_STEENEE,EVO_MOVE,MOVE_STOMP,SPECIES_TSAREENA,0,offline_capable
589,SPECIES_WIMPOD,EVO_LEVEL,30,SPECIES_GOLISOPOD,0,offline_capable
590,SPECIES_SANDYGAST,EVO_LEVEL,42,SPECIES_PALOSSAND,0,offline_capable
591,SPECIES_TYPE_NULL,EVO_FRIENDSHIP,0,SPECIES_SILVALLY,0,offline_capable
592,SPECIES_JANGMO_O,EVO_LEVEL,35,SPECIES_HAKAMO_O,0,offline_capable
593,SPECIES_HAKAMO_O,EVO_LEVEL,45,SPECIES_KOMMO_O,0,offline_capable
594,SPECIES_COSMOG,EVO_LEVEL,43,SPECIES_COSMOEM,0,offline_capable
595,SPECIES_COSMOEM,EVO_LEVEL_DAY,53,SPECIES_SOLGALEO,0,offline_capable
596,SPECIES_COSMOEM,EVO_LEVEL_NIGHT,53,SPECIES_LUNALA,0,offline_capable
597,SPECIES_RATTATA_A,EVO_LEVEL_NIGHT,20,SPECIES_RATICATE_A,0,offline_capable
598,SPECIES_SANDSHREW_A,EVO_ITEM,ITEM_ICE_STONE,SPECIES_SANDSLASH_A,0,offline_capable
599,SPECIES_VULPIX_A,EVO_ITEM,ITEM_ICE_STONE,SPECIES_NINETALES_A,0,offline_capable
600,SPECIES_DIGLETT_A,EVO_LEVEL,26,SPECIES_DUGTRIO_A,0,offline_capable
601,SPECIES_MEOWTH_A,EVO_FRIENDSHIP,0,SPECIES_PERSIAN_A,0,offline_capable
602,SPECIES_GEODUDE_A,EVO_LEVEL,25,SPECIES_GRAVELER_A,0,offline_capable
603,SPECIES_GRAVELER_A,EVO_ITEM,ITEM_LINK_CABLE,SPECIES_GOLEM_A,0,offline_capable
604,SPECIES_GRAVELER_A,EVO_TRADE,0,SPECIES_GOLEM_A,0,offline_capable
605,SPECIES_GRIMER_A,EVO_LEVEL,38,SPECIES_MUK_A,0,offline_capable
606,SPECIES_EXEGGCUTE_A,EVO_ITEM,ITEM_LEAF_STONE,SPECIES_EXEGGUTOR_A,0,offline_capable
607,SPECIES_CUBONE_A,EVO_LEVEL_NIGHT,28,SPECIES_MAROWAK_A,0,offline_capable
608,SPECIES_POIPOLE,EVO_MOVE,MOVE_DRAGONPULSE,SPECIES_NAGANADEL,0,offline_capable
609,SPECIES_NECROZMA_DUSK_MANE,EVO_MEGA,ITEM_ULTRANECROZIUM_Z,SPECIES_NECROZMA_ULTRA,MEGA_VARIANT_ULTRA_BURST,transformation
610,SPECIES_NECROZMA_DAWN_WINGS,EVO_MEGA,ITEM_ULTRANECROZIUM_Z,SPECIES_NECROZMA_ULTRA,MEGA_VARIANT_ULTRA_BURST,transformation
611,SPECIES_NECROZMA_ULTRA,EVO_MEGA,ITEM_NONE,SPECIES_NECROZMA_DUSK_MANE,MEGA_VARIANT_ULTRA_BURST,transformation
612,SPECIES_NECROZMA_ULTRA,EVO_MEGA,ITEM_NONE,SPECIES_NECROZMA_DAWN_WINGS,MEGA_VARIANT_ULTRA_BURST,transformation
613,SPECIES_MELTAN,EVO_ITEM,ITEM_METAL_COAT,SPECIES_MELMETAL,0,offline_capable
614,SPECIES_MELTAN,EVO_ITEM,ITEM_METAL_POWDER,SPECIES_MELMETAL,0,offline_capable
615,SPECIES_MELMETAL,EVO_GIGANTAMAX,TRUE,SPECIES_MELMETAL_GIGA,0,transformation
616,SPECIES_GROOKEY,EVO_LEVEL,16,SPECIES_THWACKEY,0,offline_capable
617,SPECIES_THWACKEY,EVO_LEVEL,35,SPECIES_RILLABOOM,0,offline_capable
618,SPECIES_RILLABOOM,EVO_GIGANTAMAX,TRUE,SPECIES_RILLABOOM_GIGA,0,transformation
619,SPECIES_SCORBUNNY,EVO_LEVEL,16,SPECIES_RABOOT,0,offline_capable
620,SPECIES_RABOOT,EVO_LEVEL,35,SPECIES_CINDERACE,0,offline_capable
621,SPECIES_CINDERACE,EVO_GIGANTAMAX,TRUE,SPECIES_CINDERACE_GIGA,0,transformation
622,SPECIES_SOBBLE,EVO_LEVEL,16,SPECIES_DRIZZILE,0,offline_capable
623,SPECIES_DRIZZILE,EVO_LEVEL,35,SPECIES_INTELEON,0,offline_capable
624,SPECIES_INTELEON,EVO_GIGANTAMAX,TRUE,SPECIES_INTELEON_GIGA,0,transformation
625,SPECIES_SKWOVET,EVO_LEVEL,24,SPECIES_GREEDENT,0,offline_capable
626,SPECIES_ROOKIDEE,EVO_LEVEL,18,SPECIES_CORVISQUIRE,0,offline_capable
627,SPECIES_CORVISQUIRE,EVO_LEVEL,38,SPECIES_CORVIKNIGHT,0,offline_capable
628,SPECIES_CORVIKNIGHT,EVO_GIGANTAMAX,TRUE,SPECIES_CORVIKNIGHT_GIGA,0,transformation
629,SPECIES_BLIPBUG,EVO_LEVEL,10,SPECIES_DOTTLER,0,offline_capable
630,SPECIES_DOTTLER,EVO_LEVEL,30,SPECIES_ORBEETLE,0,offline_capable
631,SPECIES_ORBEETLE,EVO_GIGANTAMAX,TRUE,SPECIES_ORBEETLE_GIGA,0,transformation
632,SPECIES_NICKIT,EVO_LEVEL,18,SPECIES_THIEVUL,0,offline_capable
633,SPECIES_GOSSIFLEUR,EVO_LEVEL,20,SPECIES_ELDEGOSS,0,offline_capable
634,SPECIES_WOOLOO,EVO_LEVEL,24,SPECIES_DUBWOOL,0,offline_capable
635,SPECIES_CHEWTLE,EVO_LEVEL,22,SPECIES_DREDNAW,0,offline_capable
636,SPECIES_DREDNAW,EVO_GIGANTAMAX,TRUE,SPECIES_DREDNAW_GIGA,0,transformation
637,SPECIES_YAMPER,EVO_LEVEL,25,SPECIES_BOLTUND,0,offline_capable
638,SPECIES_ROLYCOLY,EVO_LEVEL,18,SPECIES_CARKOL,0,offline_capable
639,SPECIES_CARKOL,EVO_LEVEL,34,SPECIES_COALOSSAL,0,offline_capable
640,SPECIES_COALOSSAL,EVO_GIGANTAMAX,TRUE,SPECIES_COALOSSAL_GIGA,0,transformation
641,SPECIES_APPLIN,EVO_ITEM,ITEM_TART_APPLE,SPECIES_FLAPPLE,0,offline_capable
642,SPECIES_APPLIN,EVO_ITEM,ITEM_SWEET_APPLE,SPECIES_APPLETUN,0,offline_capable
643,SPECIES_APPLIN,EVO_ITEM,ITEM_SYRUPY_APPLE,SPECIES_DIPPLIN,0,offline_capable
644,SPECIES_FLAPPLE,EVO_GIGANTAMAX,TRUE,SPECIES_FLAPPLE_GIGA,0,transformation
645,SPECIES_APPLETUN,EVO_GIGANTAMAX,TRUE,SPECIES_APPLETUN_GIGA,0,transformation
646,SPECIES_SILICOBRA,EVO_LEVEL,36,SPECIES_SANDACONDA,0,offline_capable
647,SPECIES_SANDACONDA,EVO_GIGANTAMAX,TRUE,SPECIES_SANDACONDA_GIGA,0,transformation
648,SPECIES_ARROKUDA,EVO_LEVEL,26,SPECIES_BARRASKEWDA,0,offline_capable
649,SPECIES_TOXEL,EVO_NATURE_HIGH,30,SPECIES_TOXTRICITY,0,offline_capable
650,SPECIES_TOXEL,EVO_NATURE_LOW,30,SPECIES_TOXTRICITY_LOW_KEY,0,offline_capable
651,SPECIES_TOXTRICITY,EVO_GIGANTAMAX,TRUE,SPECIES_TOXTRICITY_GIGA,0,transformation
652,SPECIES_TOXTRICITY_LOW_KEY,EVO_GIGANTAMAX,TRUE,SPECIES_TOXTRICITY_LOW_KEY_GIGA,0,transformation
653,SPECIES_SIZZLIPEDE,EVO_LEVEL,28,SPECIES_CENTISKORCH,0,offline_capable
654,SPECIES_CENTISKORCH,EVO_GIGANTAMAX,TRUE,SPECIES_CENTISKORCH_GIGA,0,transformation
655,SPECIES_CLOBBOPUS,EVO_MOVE,MOVE_TAUNT,SPECIES_GRAPPLOCT,0,offline_capable
656,SPECIES_SINISTEA,EVO_ITEM,ITEM_CRACKED_POT,SPECIES_POLTEAGEIST,0,offline_capable
657,SPECIES_SINISTEA_CHIPPED,EVO_ITEM,ITEM_CHIPPED_POT,SPECIES_POLTEAGEIST_CHIPPED,0,offline_capable
658,SPECIES_HATENNA,EVO_LEVEL,32,SPECIES_HATTREM,0,offline_capable
659,SPECIES_HATTREM,EVO_LEVEL,42,SPECIES_HATTERENE,0,offline_capable
660,SPECIES_HATTERENE,EVO_GIGANTAMAX,TRUE,SPECIES_HATTERENE_GIGA,0,transformation
661,SPECIES_IMPIDIMP,EVO_LEVEL,32,SPECIES_MORGREM,0,offline_capable
662,SPECIES_MORGREM,EVO_LEVEL,42,SPECIES_GRIMMSNARL,0,offline_capable
663,SPECIES_GRIMMSNARL,EVO_GIGANTAMAX,TRUE,SPECIES_GRIMMSNARL_GIGA,0,transformation
664,SPECIES_MILCERY,EVO_ITEM,ITEM_STRAWBERRY_SWEET,SPECIES_ALCREMIE_STRAWBERRY,0,offline_capable
665,SPECIES_MILCERY,EVO_ITEM,ITEM_BERRY_SWEET,SPECIES_ALCREMIE_BERRY,0,offline_capable
666,SPECIES_MILCERY,EVO_ITEM,ITEM_LOVE_SWEET,SPECIES_ALCREMIE_LOVE,0,offline_capable
667,SPECIES_MILCERY,EVO_ITEM,ITEM_CLOVER_SWEET,SPECIES_ALCREMIE_CLOVER,0,offline_capable
668,SPECIES_MILCERY,EVO_ITEM,ITEM_FLOWER_SWEET,SPECIES_ALCREMIE_FLOWER,0,offline_capable
669,SPECIES_MILCERY,EVO_ITEM,ITEM_RIBBON_SWEET,SPECIES_ALCREMIE_RIBBON,0,offline_capable
670,SPECIES_MILCERY,EVO_ITEM,ITEM_STAR_SWEET,SPECIES_ALCREMIE_STAR,0,offline_capable
671,SPECIES_ALCREMIE_STRAWBERRY,EVO_GIGANTAMAX,TRUE,SPECIES_ALCREMIE_GIGA,0,transformation
672,SPECIES_ALCREMIE_BERRY,EVO_GIGANTAMAX,TRUE,SPECIES_ALCREMIE_GIGA,0,transformation
673,SPECIES_ALCREMIE_LOVE,EVO_GIGANTAMAX,TRUE,SPECIES_ALCREMIE_GIGA,0,transformation
674,SPECIES_ALCREMIE_CLOVER,EVO_GIGANTAMAX,TRUE,SPECIES_ALCREMIE_GIGA,0,transformation
675,SPECIES_ALCREMIE_FLOWER,EVO_GIGANTAMAX,TRUE,SPECIES_ALCREMIE_GIGA,0,transformation
676,SPECIES_ALCREMIE_RIBBON,EVO_GIGANTAMAX,TRUE,SPECIES_ALCREMIE_GIGA,0,transformation
677,SPECIES_ALCREMIE_STAR,EVO_GIGANTAMAX,TRUE,SPECIES_ALCREMIE_GIGA,0,transformation
678,SPECIES_SNOM,EVO_FRIENDSHIP_NIGHT,0,SPECIES_FROSMOTH,0,offline_capable
679,SPECIES_CUFANT,EVO_LEVEL,34,SPECIES_COPPERAJAH,0,offline_capable
680,SPECIES_COPPERAJAH,EVO_GIGANTAMAX,TRUE,SPECIES_COPPERAJAH_GIGA,0,transformation
681,SPECIES_DURALUDON,EVO_ITEM,ITEM_METAL_ALLOY,SPECIES_ARCHALUDON,0,offline_capable
682,SPECIES_DURALUDON,EVO_GIGANTAMAX,TRUE,SPECIES_DURALUDON_GIGA,0,transformation
683,SPECIES_DREEPY,EVO_LEVEL,50,SPECIES_DRAKLOAK,0,offline_capable
684,SPECIES_DRAKLOAK,EVO_LEVEL,60,SPECIES_DRAGAPULT,0,offline_capable
685,SPECIES_KUBFU,EVO_ITEM,ITEM_DUSK_STONE,SPECIES_URSHIFU_SINGLE,0,offline_capable
686,SPECIES_KUBFU,EVO_ITEM,ITEM_WATER_STONE,SPECIES_URSHIFU_RAPID,0,offline_capable
687,SPECIES_URSHIFU_SINGLE,EVO_GIGANTAMAX,TRUE,SPECIES_URSHIFU_SINGLE_GIGA,0,transformation
688,SPECIES_URSHIFU_RAPID,EVO_GIGANTAMAX,TRUE,SPECIES_URSHIFU_RAPID_GIGA,0,transformation
689,SPECIES_MEOWTH_G,EVO_LEVEL,28,SPECIES_PERRSERKER,0,offline_capable
690,SPECIES_PONYTA_G,EVO_LEVEL,40,SPECIES_RAPIDASH_G,0,offline_capable
691,SPECIES_SLOWPOKE_G,EVO_ITEM,ITEM_GALARICA_CUFF,SPECIES_SLOWBRO_G,0,offline_capable
692,SPECIES_SLOWPOKE_G,EVO_ITEM,ITEM_GALARICA_WREATH,SPECIES_SLOWKING_G,0,offline_capable
693,SPECIES_FARFETCHD_G,EVO_CRITICAL_HIT,0,SPECIES_SIRFETCHD,0,offline_capable
694,SPECIES_KOFFING_G,EVO_LEVEL,35,SPECIES_WEEZING_G,0,offline_capable
695,SPECIES_MIME_JR_G,EVO_MOVE,MOVE_MIMIC,SPECIES_MR_MIME_G,0,offline_capable
696,SPECIES_MR_MIME_G,EVO_LEVEL,42,SPECIES_MR_RIME,0,offline_capable
697,SPECIES_CORSOLA_G,EVO_LEVEL,38,SPECIES_CURSOLA,0,offline_capable
698,SPECIES_ZIGZAGOON_G,EVO_LEVEL,20,SPECIES_LINOONE_G,0,offline_capable
699,SPECIES_LINOONE_G,EVO_LEVEL_NIGHT,35,SPECIES_OBSTAGOON,0,offline_capable
700,SPECIES_DARUMAKA_G,EVO_ITEM,ITEM_ICE_STONE,SPECIES_DARMANITAN_G,0,offline_capable
701,SPECIES_YAMASK_G,EVO_LEVEL,35,SPECIES_RUNERIGUS,0,offline_capable
702,SPECIES_GROWLITHE_H,EVO_ITEM,ITEM_FIRE_STONE,SPECIES_ARCANINE_H,0,offline_capable
703,SPECIES_VOLTORB_H,EVO_ITEM,ITEM_LEAF_STONE,SPECIES_ELECTRODE_H,0,offline_capable
704,SPECIES_QWILFISH_H,EVO_MOVE,MOVE_BARBBARRAGE,SPECIES_OVERQWIL,0,offline_capable
705,SPECIES_SNEASEL_H,EVO_HOLD_ITEM_DAY,ITEM_RAZOR_CLAW,SPECIES_SNEASLER,0,offline_capable
706,SPECIES_BASCULIN_H,EVO_MOVE_MALE,MOVE_WAVECRASH,SPECIES_BASCULEGION_M,0,offline_capable
707,SPECIES_BASCULIN_H,EVO_MOVE_FEMALE,MOVE_WAVECRASH,SPECIES_BASCULEGION_F,0,offline_capable
708,SPECIES_ZORUA_H,EVO_LEVEL,30,SPECIES_ZOROARK_H,0,offline_capable
709,SPECIES_SLIGGOO_H,EVO_RAINY_FOGGY_OW,50,SPECIES_GOODRA_H,0,offline_capable
710,SPECIES_SPRIGATITO,EVO_LEVEL,16,SPECIES_FLORAGATO,0,offline_capable
711,SPECIES_FLORAGATO,EVO_LEVEL,36,SPECIES_MEOWSCARADA,0,offline_capable
712,SPECIES_FUECOCO,EVO_LEVEL,16,SPECIES_CROCALOR,0,offline_capable
713,SPECIES_CROCALOR,EVO_LEVEL,36,SPECIES_SKELEDIRGE,0,offline_capable
714,SPECIES_QUAXLY,EVO_LEVEL,16,SPECIES_QUAXWELL,0,offline_capable
715,SPECIES_QUAXWELL,EVO_LEVEL,36,SPECIES_QUAQUAVAL,0,offline_capable
716,SPECIES_LECHONK,EVO_MALE_LEVEL,18,SPECIES_OINKOLOGNE,0,offline_capable
717,SPECIES_LECHONK,EVO_FEMALE_LEVEL,18,SPECIES_OINKOLOGNE_FEMALE,0,offline_capable
718,SPECIES_TAROUNTULA,EVO_LEVEL,15,SPECIES_SPIDOPS,0,offline_capable
719,SPECIES_NYMBLE,EVO_LEVEL,24,SPECIES_LOKIX,0,offline_capable
720,SPECIES_RELLOR,EVO_FRIENDSHIP,0,SPECIES_RABSCA,0,offline_capable
