species,form,acquisition_method,map,encounter_type,badge_requirement,rate,evolution_source,quest,notes
SPECIES_ZIGZAGOON,,wild,ROUTE_1,land,0,table slot,,,morning; levels 2-3
SPECIES_PSYDUCK,,wild,SEVEN_ISLAND_SEVAULT_CANYON_ENTRANCE,land,varies,5,,,stock FireRed; levels 41-41
SPECIES_PHANPY,,wild,SEVEN_ISLAND_SEVAULT_CANYON_ENTRANCE,land,varies,4,,,stock FireRed; levels 15-15
SPECIES_PERSIAN,,wild,SEVEN_ISLAND_SEVAULT_CANYON_ENTRANCE,land,varies,4,,,stock FireRed; levels 47-47
SPECIES_PHANPY,,wild,SEVEN_ISLAND_SEVAULT_CANYON_ENTRANCE,land,varies,1,,,stock FireRed; levels 15-15
SPECIES_PERSIAN,,wild,SEVEN_ISLAND_SEVAULT_CANYON_ENTRANCE,land,varies,1,,,stock FireRed; levels 50-50
SPECIES_GEODUDE,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,20,,,stock FireRed; levels 46-46
SPECIES_PHANPY,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,20,,,stock FireRed; levels 15-15
SPECIES_CUBONE,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,10,,,stock FireRed; levels 46-46
SPECIES_FEAROW,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,10,,,stock FireRed; levels 50-50
SPECIES_MAROWAK,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,10,,,stock FireRed; levels 52-52
SPECIES_MEOWTH,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,10,,,stock FireRed; levels 43-43
SPECIES_ONIX,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,5,,,stock FireRed; levels 54-54
SPECIES_SKARMORY,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,5,,,stock FireRed; levels 30-30
SPECIES_LARVITAR,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,4,,,stock FireRed; levels 15-15
SPECIES_PERSIAN,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,4,,,stock FireRed; levels 49-49
SPECIES_LARVITAR,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,1,,,stock FireRed; levels 20-20
SPECIES_PERSIAN,,wild,SEVEN_ISLAND_SEVAULT_CANYON,land,varies,1,,,stock FireRed; levels 52-52
SPECIES_GEODUDE,,wild,SEVEN_ISLAND_SEVAULT_CANYON,rock_smash,varies,60,,,stock FireRed; levels 25-35
SPECIES_GRAVELER,,wild,SEVEN_ISLAND_SEVAULT_CANYON,rock_smash,varies,30,,,stock FireRed; levels 30-45
SPECIES_GRAVELER,,wild,SEVEN_ISLAND_SEVAULT_CANYON,rock_smash,varies,5,,,stock FireRed; levels 35-50
SPECIES_GEODUDE,,wild,SEVEN_ISLAND_SEVAULT_CANYON,rock_smash,varies,4,,,stock FireRed; levels 30-40
SPECIES_GEODUDE,,wild,SEVEN_ISLAND_SEVAULT_CANYON,rock_smash,varies,1,,,stock FireRed; levels 30-40
SPECIES_TENTACOOL,,wild,SEVEN_ISLAND_TANOBY_RUINS,water,varies,60,,,stock FireRed; levels 5-20
SPECIES_TENTACOOL,,wild,SEVEN_ISLAND_TANOBY_RUINS,water,varies,30,,,stock FireRed; levels 20-35
SPECIES_TENTACOOL,,wild,SEVEN_ISLAND_TANOBY_RUINS,water,varies,5,,,stock FireRed; levels 35-40
SPECIES_TENTACRUEL,,wild,SEVEN_ISLAND_TANOBY_RUINS,water,varies,4,,,stock FireRed; levels 35-40
SPECIES_TENTACRUEL,,wild,SEVEN_ISLAND_TANOBY_RUINS,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_HORSEA,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_HORSEA,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_HORSEA,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_QWILFISH,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_GYARADOS,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_SEADRA,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,4,,,stock FireRed; levels 25-35
SPECIES_PSYDUCK,,wild,SEVEN_ISLAND_TANOBY_RUINS,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_PIDGEY,,wild,ROUTE1,land,varies,20,,,stock FireRed; levels 3-3
SPECIES_RATTATA,,wild,ROUTE1,land,varies,20,,,stock FireRed; levels 3-3
SPECIES_PIDGEY,,wild,ROUTE1,land,varies,10,,,stock FireRed; levels 3-3
SPECIES_RATTATA,,wild,ROUTE1,land,varies,10,,,stock FireRed; levels 3-3
SPECIES_PIDGEY,,wild,ROUTE1,land,varies,10,,,stock FireRed; levels 2-2
SPECIES_RATTATA,,wild,ROUTE1,land,varies,10,,,stock FireRed; levels 2-2
SPECIES_PIDGEY,,wild,ROUTE1,land,varies,5,,,stock FireRed; levels 3-3
SPECIES_RATTATA,,wild,ROUTE1,land,varies,5,,,stock FireRed; levels 3-3
SPECIES_PIDGEY,,wild,ROUTE1,land,varies,4,,,stock FireRed; levels 4-4
SPECIES_RATTATA,,wild,ROUTE1,land,varies,4,,,stock FireRed; levels 4-4
SPECIES_PIDGEY,,wild,ROUTE1,land,varies,1,,,stock FireRed; levels 5-5
SPECIES_RATTATA,,wild,ROUTE1,land,varies,1,,,stock FireRed; levels 4-4
SPECIES_RATTATA,,wild,ROUTE2,land,varies,20,,,stock FireRed; levels 3-3
SPECIES_PIDGEY,,wild,ROUTE2,land,varies,20,,,stock FireRed; levels 3-3
SPECIES_RATTATA,,wild,ROUTE2,land,varies,10,,,stock FireRed; levels 4-4
SPECIES_PIDGEY,,wild,ROUTE2,land,varies,10,,,stock FireRed; levels 4-4
SPECIES_RATTATA,,wild,ROUTE2,land,varies,10,,,stock FireRed; levels 2-2
SPECIES_PIDGEY,,wild,ROUTE2,land,varies,10,,,stock FireRed; levels 2-2
SPECIES_RATTATA,,wild,ROUTE2,land,varies,5,,,stock FireRed; levels 5-5
SPECIES_PIDGEY,,wild,ROUTE2,land,varies,5,,,stock FireRed; levels 5-5
SPECIES_CATERPIE,,wild,ROUTE2,land,varies,4,,,stock FireRed; levels 4-4
SPECIES_WEEDLE,,wild,ROUTE2,land,varies,4,,,stock FireRed; levels 4-4
SPECIES_CATERPIE,,wild,ROUTE2,land,varies,1,,,stock FireRed; levels 5-5
SPECIES_WEEDLE,,wild,ROUTE2,land,varies,1,,,stock FireRed; levels 5-5
SPECIES_SPEAROW,,wild,ROUTE3,land,varies,20,,,stock FireRed; levels 6-6
SPECIES_PIDGEY,,wild,ROUTE3,land,varies,20,,,stock FireRed; levels 6-6
SPECIES_SPEAROW,,wild,ROUTE3,land,varies,10,,,stock FireRed; levels 7-7
SPECIES_MANKEY,,wild,ROUTE3,land,varies,10,,,stock FireRed; levels 7-7
SPECIES_NIDORAN_M,,wild,ROUTE3,land,varies,10,,,stock FireRed; levels 6-6
SPECIES_PIDGEY,,wild,ROUTE3,land,varies,10,,,stock FireRed; levels 7-7
SPECIES_SPEAROW,,wild,ROUTE3,land,varies,5,,,stock FireRed; levels 8-8
SPECIES_JIGGLYPUFF,,wild,ROUTE3,land,varies,5,,,stock FireRed; levels 3-3
SPECIES_NIDORAN_M,,wild,ROUTE3,land,varies,4,,,stock FireRed; levels 7-7
SPECIES_JIGGLYPUFF,,wild,ROUTE3,land,varies,4,,,stock FireRed; levels 5-5
SPECIES_NIDORAN_F,,wild,ROUTE3,land,varies,1,,,stock FireRed; levels 6-6
SPECIES_JIGGLYPUFF,,wild,ROUTE3,land,varies,1,,,stock FireRed; levels 7-7
SPECIES_SPEAROW,,wild,ROUTE4,land,varies,20,,,stock FireRed; levels 10-10
SPECIES_RATTATA,,wild,ROUTE4,land,varies,20,,,stock FireRed; levels 10-10
SPECIES_EKANS,,wild,ROUTE4,land,varies,10,,,stock FireRed; levels 6-6
SPECIES_EKANS,,wild,ROUTE4,land,varies,10,,,stock FireRed; levels 10-10
SPECIES_SPEAROW,,wild,ROUTE4,land,varies,10,,,stock FireRed; levels 8-8
SPECIES_RATTATA,,wild,ROUTE4,land,varies,10,,,stock FireRed; levels 8-8
SPECIES_SPEAROW,,wild,ROUTE4,land,varies,5,,,stock FireRed; levels 12-12
SPECIES_RATTATA,,wild,ROUTE4,land,varies,5,,,stock FireRed; levels 12-12
SPECIES_MANKEY,,wild,ROUTE4,land,varies,4,,,stock FireRed; levels 10-10
SPECIES_EKANS,,wild,ROUTE4,land,varies,4,,,stock FireRed; levels 8-8
SPECIES_MANKEY,,wild,ROUTE4,land,varies,1,,,stock FireRed; levels 12-12
SPECIES_EKANS,,wild,ROUTE4,land,varies,1,,,stock FireRed; levels 12-12
SPECIES_TENTACOOL,,wild,ROUTE4,water,varies,60,,,stock FireRed; levels 5-10
SPECIES_TENTACOOL,,wild,ROUTE4,water,varies,30,,,stock FireRed; levels 10-20
SPECIES_TENTACOOL,,wild,ROUTE4,water,varies,5,,,stock FireRed; levels 20-30
SPECIES_TENTACOOL,,wild,ROUTE4,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_TENTACOOL,,wild,ROUTE4,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,ROUTE4,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,ROUTE4,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_HORSEA,,wild,ROUTE4,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,ROUTE4,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_KRABBY,,wild,ROUTE4,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_HORSEA,,wild,ROUTE4,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_HORSEA,,wild,ROUTE4,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_GYARADOS,,wild,ROUTE4,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_HORSEA,,wild,ROUTE4,fishing,varies,4,,,stock FireRed; levels 25-35
SPECIES_PSYDUCK,,wild,ROUTE4,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_MEOWTH,,wild,ROUTE5,land,varies,20,,,stock FireRed; levels 10-10
SPECIES_PIDGEY,,wild,ROUTE5,land,varies,20,,,stock FireRed; levels 13-13
SPECIES_ODDISH,,wild,ROUTE5,land,varies,10,,,stock FireRed; levels 13-13
SPECIES_MEOWTH,,wild,ROUTE5,land,varies,10,,,stock FireRed; levels 12-12
SPECIES_ODDISH,,wild,ROUTE5,land,varies,10,,,stock FireRed; levels 15-15
SPECIES_PIDGEY,,wild,ROUTE5,land,varies,10,,,stock FireRed; levels 15-15
SPECIES_ODDISH,,wild,ROUTE5,land,varies,5,,,stock FireRed; levels 16-16
SPECIES_PIDGEY,,wild,ROUTE5,land,varies,5,,,stock FireRed; levels 16-16
SPECIES_PIDGEY,,wild,ROUTE5,land,varies,4,,,stock FireRed; levels 15-15
SPECIES_MEOWTH,,wild,ROUTE5,land,varies,4,,,stock FireRed; levels 14-14
SPECIES_PIDGEY,,wild,ROUTE5,land,varies,1,,,stock FireRed; levels 15-15
SPECIES_MEOWTH,,wild,ROUTE5,land,varies,1,,,stock FireRed; levels 16-16
SPECIES_MEOWTH,,wild,ROUTE6,land,varies,20,,,stock FireRed; levels 10-10
SPECIES_PIDGEY,,wild,ROUTE6,land,varies,20,,,stock FireRed; levels 13-13
SPECIES_ODDISH,,wild,ROUTE6,land,varies,10,,,stock FireRed; levels 13-13
SPECIES_MEOWTH,,wild,ROUTE6,land,varies,10,,,stock FireRed; levels 12-12
SPECIES_ODDISH,,wild,ROUTE6,land,varies,10,,,stock FireRed; levels 15-15
SPECIES_PIDGEY,,wild,ROUTE6,land,varies,10,,,stock FireRed; levels 15-15
SPECIES_ODDISH,,wild,ROUTE6,land,varies,5,,,stock FireRed; levels 16-16
SPECIES_PIDGEY,,wild,ROUTE6,land,varies,5,,,stock FireRed; levels 16-16
SPECIES_PIDGEY,,wild,ROUTE6,land,varies,4,,,stock FireRed; levels 15-15
SPECIES_MEOWTH,,wild,ROUTE6,land,varies,4,,,stock FireRed; levels 14-14
SPECIES_PIDGEY,,wild,ROUTE6,land,varies,1,,,stock FireRed; levels 15-15
SPECIES_MEOWTH,,wild,ROUTE6,land,varies,1,,,stock FireRed; levels 16-16
SPECIES_PSYDUCK,,wild,ROUTE6,water,varies,60,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,ROUTE6,water,varies,30,,,stock FireRed; levels 20-25
SPECIES_PSYDUCK,,wild,ROUTE6,water,varies,5,,,stock FireRed; levels 25-30
SPECIES_PSYDUCK,,wild,ROUTE6,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_PSYDUCK,,wild,ROUTE6,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,ROUTE6,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,ROUTE6,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_POLIWAG,,wild,ROUTE6,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,ROUTE6,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_GOLDEEN,,wild,ROUTE6,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_POLIWAG,,wild,ROUTE6,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_POLIWHIRL,,wild,ROUTE6,fishing,varies,40,,,stock FireRed; levels 20-30
SPECIES_GYARADOS,,wild,ROUTE6,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_PSYDUCK,,wild,ROUTE6,fishing,varies,4,,,stock FireRed; levels 15-25
SPECIES_PSYDUCK,,wild,ROUTE6,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_PIDGEY,,wild,ROUTE7,land,varies,20,,,stock FireRed; levels 19-19
SPECIES_MEOWTH,,wild,ROUTE7,land,varies,20,,,stock FireRed; levels 17-17
SPECIES_ODDISH,,wild,ROUTE7,land,varies,10,,,stock FireRed; levels 19-19
SPECIES_MEOWTH,,wild,ROUTE7,land,varies,10,,,stock FireRed; levels 18-18
SPECIES_PIDGEY,,wild,ROUTE7,land,varies,10,,,stock FireRed; levels 22-22
SPECIES_ODDISH,,wild,ROUTE7,land,varies,10,,,stock FireRed; levels 22-22
SPECIES_GROWLITHE,,wild,ROUTE7,land,varies,5,,,stock FireRed; levels 18-18
SPECIES_GROWLITHE,,wild,ROUTE7,land,varies,5,,,stock FireRed; levels 20-20
SPECIES_MEOWTH,,wild,ROUTE7,land,varies,4,,,stock FireRed; levels 17-17
SPECIES_MEOWTH,,wild,ROUTE7,land,varies,4,,,stock FireRed; levels 19-19
SPECIES_MEOWTH,,wild,ROUTE7,land,varies,1,,,stock FireRed; levels 17-17
SPECIES_MEOWTH,,wild,ROUTE7,land,varies,1,,,stock FireRed; levels 20-20
SPECIES_PIDGEY,,wild,ROUTE8,land,varies,20,,,stock FireRed; levels 18-18
SPECIES_MEOWTH,,wild,ROUTE8,land,varies,20,,,stock FireRed; levels 18-18
SPECIES_GROWLITHE,,wild,ROUTE8,land,varies,10,,,stock FireRed; levels 16-16
SPECIES_PIDGEY,,wild,ROUTE8,land,varies,10,,,stock FireRed; levels 20-20
SPECIES_MEOWTH,,wild,ROUTE8,land,varies,10,,,stock FireRed; levels 20-20
SPECIES_EKANS,,wild,ROUTE8,land,varies,10,,,stock FireRed; levels 17-17
SPECIES_GROWLITHE,,wild,ROUTE8,land,varies,5,,,stock FireRed; levels 17-17
SPECIES_EKANS,,wild,ROUTE8,land,varies,5,,,stock FireRed; levels 19-19
SPECIES_EKANS,,wild,ROUTE8,land,varies,4,,,stock FireRed; levels 17-17
SPECIES_GROWLITHE,,wild,ROUTE8,land,varies,4,,,stock FireRed; levels 15-15
SPECIES_EKANS,,wild,ROUTE8,land,varies,1,,,stock FireRed; levels 17-17
SPECIES_GROWLITHE,,wild,ROUTE8,land,varies,1,,,stock FireRed; levels 18-18
SPECIES_SPEAROW,,wild,ROUTE9,land,varies,20,,,stock FireRed; levels 16-16
SPECIES_RATTATA,,wild,ROUTE9,land,varies,20,,,stock FireRed; levels 16-16
SPECIES_EKANS,,wild,ROUTE9,land,varies,10,,,stock FireRed; levels 11-11
SPECIES_EKANS,,wild,ROUTE9,land,varies,10,,,stock FireRed; levels 15-15
SPECIES_SPEAROW,,wild,ROUTE9,land,varies,10,,,stock FireRed; levels 13-13
SPECIES_RATTATA,,wild,ROUTE9,land,varies,10,,,stock FireRed; levels 14-14
SPECIES_SPEAROW,,wild,ROUTE9,land,varies,5,,,stock FireRed; levels 17-17
SPECIES_RATTATA,,wild,ROUTE9,land,varies,5,,,stock FireRed; levels 17-17
SPECIES_RATTATA,,wild,ROUTE9,land,varies,4,,,stock FireRed; levels 14-14
SPECIES_EKANS,,wild,ROUTE9,land,varies,4,,,stock FireRed; levels 13-13
SPECIES_RATTATA,,wild,ROUTE9,land,varies,1,,,stock FireRed; levels 14-14
SPECIES_EKANS,,wild,ROUTE9,land,varies,1,,,stock FireRed; levels 17-17
SPECIES_SPEAROW,,wild,ROUTE10,land,varies,20,,,stock FireRed; levels 16-16
SPECIES_VOLTORB,,wild,ROUTE10,land,varies,20,,,stock FireRed; levels 16-16
SPECIES_EKANS,,wild,ROUTE10,land,varies,10,,,stock FireRed; levels 11-11
SPECIES_EKANS,,wild,ROUTE10,land,varies,10,,,stock FireRed; levels 15-15
SPECIES_SPEAROW,,wild,ROUTE10,land,varies,10,,,stock FireRed; levels 13-13
SPECIES_VOLTORB,,wild,ROUTE10,land,varies,10,,,stock FireRed; levels 14-14
SPECIES_SPEAROW,,wild,ROUTE10,land,varies,5,,,stock FireRed; levels 17-17
SPECIES_VOLTORB,,wild,ROUTE10,land,varies,5,,,stock FireRed; levels 17-17
SPECIES_VOLTORB,,wild,ROUTE10,land,varies,4,,,stock FireRed; levels 14-14
SPECIES_EKANS,,wild,ROUTE10,land,varies,4,,,stock FireRed; levels 13-13
SPECIES_VOLTORB,,wild,ROUTE10,land,varies,1,,,stock FireRed; levels 14-14
SPECIES_EKANS,,wild,ROUTE10,land,varies,1,,,stock FireRed; levels 17-17
SPECIES_TENTACOOL,,wild,ROUTE10,water,varies,60,,,stock FireRed; levels 5-10
SPECIES_TENTACOOL,,wild,ROUTE10,water,varies,30,,,stock FireRed; levels 10-20
SPECIES_TENTACOOL,,wild,ROUTE10,water,varies,5,,,stock FireRed; levels 20-30
SPECIES_TENTACOOL,,wild,ROUTE10,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_TENTACOOL,,wild,ROUTE10,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,ROUTE10,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,ROUTE10,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_HORSEA,,wild,ROUTE10,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,ROUTE10,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_KRABBY,,wild,ROUTE10,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_HORSEA,,wild,ROUTE10,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_HORSEA,,wild,ROUTE10,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_GYARADOS,,wild,ROUTE10,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_HORSEA,,wild,ROUTE10,fishing,varies,4,,,stock FireRed; levels 25-35
SPECIES_PSYDUCK,,wild,ROUTE10,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_EKANS,,wild,ROUTE11,land,varies,20,,,stock FireRed; levels 14-14
SPECIES_SPEAROW,,wild,ROUTE11,land,varies,20,,,stock FireRed; levels 15-15
SPECIES_EKANS,,wild,ROUTE11,land,varies,10,,,stock FireRed; levels 12-12
SPECIES_SPEAROW,,wild,ROUTE11,land,varies,10,,,stock FireRed; levels 13-13
SPECIES_DROWZEE,,wild,ROUTE11,land,varies,10,,,stock FireRed; levels 11-11
SPECIES_DROWZEE,,wild,ROUTE11,land,varies,10,,,stock FireRed; levels 13-13
SPECIES_EKANS,,wild,ROUTE11,land,varies,5,,,stock FireRed; levels 15-15
SPECIES_SPEAROW,,wild,ROUTE11,land,varies,5,,,stock FireRed; levels 17-17
SPECIES_EKANS,,wild,ROUTE11,land,varies,4,,,stock FireRed; levels 12-12
SPECIES_DROWZEE,,wild,ROUTE11,land,varies,4,,,stock FireRed; levels 15-15
SPECIES_EKANS,,wild,ROUTE11,land,varies,1,,,stock FireRed; levels 12-12
SPECIES_DROWZEE,,wild,ROUTE11,land,varies,1,,,stock FireRed; levels 15-15
SPECIES_TENTACOOL,,wild,ROUTE11,water,varies,60,,,stock FireRed; levels 5-10
SPECIES_TENTACOOL,,wild,ROUTE11,water,varies,30,,,stock FireRed; levels 10-20
SPECIES_TENTACOOL,,wild,ROUTE11,water,varies,5,,,stock FireRed; levels 20-30
SPECIES_TENTACOOL,,wild,ROUTE11,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_TENTACOOL,,wild,ROUTE11,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,ROUTE11,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,ROUTE11,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_HORSEA,,wild,ROUTE11,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,ROUTE11,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_KRABBY,,wild,ROUTE11,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_HORSEA,,wild,ROUTE11,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_HORSEA,,wild,ROUTE11,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_GYARADOS,,wild,ROUTE11,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_HORSEA,,wild,ROUTE11,fishing,varies,4,,,stock FireRed; levels 25-35
SPECIES_PSYDUCK,,wild,ROUTE11,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_ODDISH,,wild,ROUTE12,land,varies,20,,,stock FireRed; levels 24-24
SPECIES_VENONAT,,wild,ROUTE12,land,varies,20,,,stock FireRed; levels 24-24
SPECIES_ODDISH,,wild,ROUTE12,land,varies,10,,,stock FireRed; levels 22-22
SPECIES_PIDGEY,,wild,ROUTE12,land,varies,10,,,stock FireRed; levels 23-23
SPECIES_PIDGEY,,wild,ROUTE12,land,varies,10,,,stock FireRed; levels 25-25
SPECIES_VENONAT,,wild,ROUTE12,land,varies,10,,,stock FireRed; levels 26-26
SPECIES_ODDISH,,wild,ROUTE12,land,varies,5,,,stock FireRed; levels 26-26
SPECIES_PIDGEY,,wild,ROUTE12,land,varies,5,,,stock FireRed; levels 27-27
SPECIES_PIDGEY,,wild,ROUTE12,land,varies,4,,,stock FireRed; levels 23-23
SPECIES_GLOOM,,wild,ROUTE12,land,varies,4,,,stock FireRed; levels 28-28
SPECIES_PIDGEY,,wild,ROUTE12,land,varies,1,,,stock FireRed; levels 23-23
SPECIES_GLOOM,,wild,ROUTE12,land,varies,1,,,stock FireRed; levels 30-30
SPECIES_TENTACOOL,,wild,ROUTE12,water,varies,60,,,stock FireRed; levels 5-10
SPECIES_TENTACOOL,,wild,ROUTE12,water,varies,30,,,stock FireRed; levels 10-20
SPECIES_TENTACOOL,,wild,ROUTE12,water,varies,5,,,stock FireRed; levels 20-30
SPECIES_TENTACOOL,,wild,ROUTE12,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_TENTACOOL,,wild,ROUTE12,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,ROUTE12,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,ROUTE12,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_HORSEA,,wild,ROUTE12,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,ROUTE12,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_KRABBY,,wild,ROUTE12,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_HORSEA,,wild,ROUTE12,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_HORSEA,,wild,ROUTE12,fishing,varies,40,,,stock FireRed; levels 15-25
SPECIES_GYARADOS,,wild,ROUTE12,fishing,varies,15,,,stock FireRed; levels 15-25
SPECIES_HORSEA,,wild,ROUTE12,fishing,varies,4,,,stock FireRed; levels 25-35
SPECIES_PSYDUCK,,wild,ROUTE12,fishing,varies,1,,,stock FireRed; levels 25-35
SPECIES_ODDISH,,wild,ROUTE13,land,varies,20,,,stock FireRed; levels 24-24
SPECIES_VENONAT,,wild,ROUTE13,land,varies,20,,,stock FireRed; levels 24-24
SPECIES_ODDISH,,wild,ROUTE13,land,varies,10,,,stock FireRed; levels 22-22
SPECIES_PIDGEY,,wild,ROUTE13,land,varies,10,,,stock FireRed; levels 27-27
SPECIES_PIDGEY,,wild,ROUTE13,land,varies,10,,,stock FireRed; levels 25-25
SPECIES_VENONAT,,wild,ROUTE13,land,varies,10,,,stock FireRed; levels 26-26
SPECIES_ODDISH,,wild,ROUTE13,land,varies,5,,,stock FireRed; levels 26-26
SPECIES_DITTO,,wild,ROUTE13,land,varies,5,,,stock FireRed; levels 25-25
SPECIES_PIDGEOTTO,,wild,ROUTE13,land,varies,4,,,stock FireRed; levels 29-29
SPECIES_GLOOM,,wild,ROUTE13,land,varies,4,,,stock FireRed; levels 28-28
SPECIES_PIDGEOTTO,,wild,ROUTE13,land,varies,1,,,stock FireRed; levels 29-29
SPECIES_GLOOM,,wild,ROUTE13,land,varies,1,,,stock FireRed; levels 30-30
SPECIES_TENTACOOL,,wild,ROUTE13,water,varies,60,,,stock FireRed; levels 5-10
SPECIES_TENTACOOL,,wild,ROUTE13,water,varies,30,,,stock FireRed; levels 10-20
SPECIES_TENTACOOL,,wild,ROUTE13,water,varies,5,,,stock FireRed; levels 20-30
SPECIES_TENTACOOL,,wild,ROUTE13,water,varies,4,,,stock FireRed; levels 30-35
SPECIES_TENTACOOL,,wild,ROUTE13,water,varies,1,,,stock FireRed; levels 35-40
SPECIES_MAGIKARP,,wild,ROUTE13,fishing,varies,70,,,stock FireRed; levels 5-5
SPECIES_MAGIKARP,,wild,ROUTE13,fishing,varies,30,,,stock FireRed; levels 5-5
SPECIES_HORSEA,,wild,ROUTE13,fishing,varies,60,,,stock FireRed; levels 5-15
SPECIES_MAGIKARP,,wild,ROUTE13,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_KRABBY,,wild,ROUTE13,fishing,varies,20,,,stock FireRed; levels 5-15
SPECIES_HORSEA,,wild,ROUTE13,fishing,varies,40,,,stock FireRed; levels 15-25
